t,q1,q2,q3,q4,q5,q6,q7,qp1,qp2,qp3,qp4,qp5,qp6,qp7,xd,yd,zd,vxd,vyd,vzd,wxd,wyd,wzd,x,y,z,vx,vy,vz,wx,wy,wz
0.126534,0.010978,-1.11085,-0.0191717,2.21631,-0.00864355,0.613578,-0.0095571,0.0818159,-0.0390211,-0.142317,-0.010167,-0.0652678,0.0475663,-0.0704017,0.0693133,0.0246,0.588062,-0.014817,0,0.000173642,0,0,0,0.0692494,-0.0187288,0.588059,0,0,0,0,0,0
0.13505,0.0116668,-1.11121,-0.0203694,2.21622,-0.0091945,0.614014,-0.0101491,0.0808868,-0.0415934,-0.140641,-0.0114177,-0.0646947,0.0512699,-0.0695198,0.0691829,0.0246,0.588064,-0.0158139,0,0.000211113,0,0,0,0.0691143,-0.0183598,0.588061,0,0,0,0,0,0
0.141422,0.0121775,-1.11148,-0.0212571,2.21614,-0.00960379,0.614359,-0.0105877,0.080139,-0.0434814,-0.1393,-0.0123647,-0.0642306,0.0540118,-0.0688223,0.0690797,0.0246,0.588065,-0.0165597,0,0.000242428,0,0,0,0.0690086,-0.018086,0.588062,0,0,0,0,0,0
0.148758,0.0127613,-1.11182,-0.0222715,2.21604,-0.0100727,0.614779,-0.0110885,0.0795845,-0.0457807,-0.138277,-0.0134378,-0.0639186,0.0573166,-0.0682676,0.0689551,0.0246,0.588067,-0.0174183,0,0.000282143,0,0,0,0.0688805,-0.0177728,0.588064,0,0,0,0,0,0
0.155818,0.0133186,-1.11216,-0.0232395,2.21594,-0.0105213,0.615206,-0.0115661,0.0789437,-0.0479355,-0.137113,-0.014491,-0.0635437,0.0604485,-0.0676522,0.0688292,0.0246,0.588069,-0.0182444,0,0.000324245,0,0,0,0.0687514,-0.0174736,0.588066,0,0,0,0,0,0
0.162956,0.0138777,-1.11252,-0.0242102,2.21583,-0.0109724,0.61566,-0.0120448,0.0783278,-0.0501212,-0.135991,-0.0155661,-0.0631896,0.0636381,-0.0670587,0.068696,0.0246,0.588072,-0.0190797,0,0.000370876,0,0,0,0.0686149,-0.0171732,0.588069,0,0,0,0,0,0
0.170545,0.0144674,-1.11292,-0.0252336,2.2157,-0.0114492,0.616169,-0.0125491,0.0777052,-0.052453,-0.134854,-0.0167224,-0.0628383,0.067056,-0.0664567,0.0685478,0.0246,0.588075,-0.0199675,0,0.000425137,0,0,0,0.068463,-0.0168561,0.588072,0,0,0,0,0,0
0.176745,0.0149451,-1.11325,-0.0260623,2.21559,-0.0118363,0.616601,-0.0129573,0.0770428,-0.0542608,-0.133667,-0.0176842,-0.0624434,0.069753,-0.0658476,0.0684218,0.0246,0.588078,-0.0206926,0,0.000473199,0,0,0,0.0683345,-0.016599,0.588075,0,0,0,0,0,0
0.185875,0.0156436,-1.11377,-0.0272735,2.21542,-0.012404,0.617277,-0.0135535,0.0765027,-0.0571706,-0.132655,-0.0191096,-0.0621736,0.0740305,-0.0652942,0.068228,0.0246,0.588082,-0.0217603,0,0.000550378,0,0,0,0.068135,-0.0162227,0.588079,0,0,0,0,0,0
0.19218,0.0161209,-1.11414,-0.028101,2.21529,-0.012793,0.617761,-0.0139607,0.0757069,-0.0589028,-0.131244,-0.020115,-0.061689,0.0766854,-0.0645868,0.0680884,0.0246,0.588086,-0.0224974,0,0.000608298,0,0,0,0.0679929,-0.0159652,0.588083,0,0,0,0,0,0
